symbol	annotation_id	organism
ACVR2A	GO:0043621	9606
ACVR2A	GO:0046872	9606
ACVR2A	GO:0048185	9606
ACVR2A	GO:0098821	9606
ACVR2A	GO:0000166	9606
ACVR2A	GO:0016740	9606
ACVR2A	GO:0016301	9606
ACVR2A	GO:0004672	9606
ACVR2B	GO:0004674	9606
ACVR2B	GO:0005515	9606
ACVR2B	GO:0005524	9606
ACVR2B	GO:0016362	9606
ACVR2B	GO:0017002	9606
ACVR2B	GO:0019838	9606
ACVR2B	GO:0046872	9606
ACVR2B	GO:0048185	9606
ACVR2B	GO:0004675	9606
ACVR2B	GO:0000166	9606
ACVR2B	GO:0016740	9606
ACVR2B	GO:0016301	9606
ACVR2B	GO:0004672	9606
ACVRL1	GO:0004674	9606
ACVRL1	GO:0004675	9606
ACVRL1	GO:0005024	9606
ACVRL1	GO:0005025	9606
ACVRL1	GO:0005515	9606
ACVRL1	GO:0005524	9606
ACVRL1	GO:0016361	9606
ACVRL1	GO:0019901	9606
ACVRL1	GO:0046332	9606
ACVRL1	GO:0046872	9606
ACVRL1	GO:0048185	9606
ACVRL1	GO:0050431	9606
ACVRL1	GO:0098821	9606
ACVRL1	GO:0000166	9606
ACVRL1	GO:0016740	9606
ACVRL1	GO:0016301	9606
ACVRL1	GO:0004672	9606
ACY1	GO:0004046	9606
ACY1	GO:0005515	9606
ACY1	GO:0042802	9606
ACY1	GO:0046872	9606
ACY1	GO:0016787	9606
ACYP1	GO:0003998	9606
ACYP1	GO:0016787	9606
ACYP2	GO:0003998	9606
ACYP2	GO:0005515	9606
ACYP2	GO:0042802	9606
ACYP2	GO:0016787	9606
ADA	GO:0001883	9606
ADA	GO:0004000	9606
ADA	GO:0005515	9606
ADA	GO:0008270	9606
ADA	GO:0046936	9606
ADA	GO:0019239	9606
ADA	GO:0046872	9606
ADA	GO:0016787	9606
ADAM8	GO:0004222	9606
ADAM8	GO:0004252	9606
ADAM8	GO:0005509	9606
ADAM8	GO:0005515	9606
ADAM8	GO:0008237	9606
ADAM8	GO:0008270	9606
ADAM8	GO:0043621	9606
ADAM8	GO:0050839	9606
ADAM8	GO:0046872	9606
ADAM8	GO:0016787	9606
ADAM8	GO:0008233	9606
ADAM10	GO:0004175	9606
ADAM10	GO:0004222	9606
ADAM10	GO:0005102	9606
ADAM10	GO:0005178	9606
ADAM10	GO:0005515	9606
ADAM10	GO:0008237	9606
ADAM10	GO:0017124	9606
ADAM10	GO:0019901	9606
ADAM10	GO:0042803	9606
ADAM10	GO:0046872	9606
ADAM10	GO:1902945	9606
ADAM10	GO:0016787	9606
ADAM10	GO:0008233	9606
ADAR	GO:0003677	9606
ADAR	GO:0003723	9606
ADAR	GO:0003725	9606
ADAR	GO:0003726	9606
ADAR	GO:0005515	9606
ADAR	GO:0008251	9606
ADAR	GO:0046872	9606
ADAR	GO:0016787	9606
ADAR	GO:0004000	9606
ADARB1	GO:0003723	9606
ADARB1	GO:0003725	9606
ADARB1	GO:0003726	9606
ADARB1	GO:0003729	9606
ADARB1	GO:0005515	9606
ADARB1	GO:0008251	9606
ADARB1	GO:0046872	9606
ADARB1	GO:0042802	9606
ADARB1	GO:0016787	9606
ADARB1	GO:0004000	9606
ADARB2	GO:0003723	9606
ADARB2	GO:0003725	9606
ADARB2	GO:0003726	9606
ADARB2	GO:0003727	9606
ADARB2	GO:0004000	9606
ADARB2	GO:0008251	9606
ADARB2	GO:0046872	9606
ADARB2	GO:0016787	9606
ADCY1	GO:0004016	9606
ADCY1	GO:0005516	9606
ADCY1	GO:0005524	9606
ADCY1	GO:0008294	9606
ADCY1	GO:0046872	9606
ADCY1	GO:0016829	9606
ADCY1	GO:0000166	9606
ADCY1	GO:0016849	9606
ADCY2	GO:0000287	9606
ADCY2	GO:0004016	9606
ADCY2	GO:0005524	9606
ADCY2	GO:0008179	9606
ADCY2	GO:0030145	9606
ADCY2	GO:0016829	9606
ADCY2	GO:0016849	9606
ADCY2	GO:0046872	9606
ADCY2	GO:0000166	9606
ADCY3	GO:0004016	9606
ADCY3	GO:0005516	9606
ADCY3	GO:0005524	9606
ADCY3	GO:0046872	9606
ADCY3	GO:0016829	9606
ADCY3	GO:0000166	9606
ADCY3	GO:0016849	9606
ADCY5	GO:0004016	9606
ADCY5	GO:0005524	9606
ADCY5	GO:0008179	9606
ADCY5	GO:0046872	9606
ADCY5	GO:0097110	9606
ADCY5	GO:0016829	9606
ADCY5	GO:0000166	9606
ADCY5	GO:0016849	9606
ADCY6	GO:0004016	9606
ADCY6	GO:0005080	9606
ADCY6	GO:0005515	9606
ADCY6	GO:0005524	9606
ADCY6	GO:0019901	9606
ADCY6	GO:0046872	9606
ADCY6	GO:0016829	9606
ADCY6	GO:0000166	9606
ADCY6	GO:0016849	9606
ADCY7	GO:0004016	9606
ADCY7	GO:0005524	9606
ADCY7	GO:0046872	9606
ADCY7	GO:0016829	9606
ADCY7	GO:0000166	9606
ADCY7	GO:0016849	9606
ADCY8	GO:0003779	9606
ADCY8	GO:0004016	9606
ADCY8	GO:0005516	9606
ADCY8	GO:0005524	9606
ADCY8	GO:0008294	9606
ADCY8	GO:0042803	9606
ADCY8	GO:0046872	9606
